id,age,gender,education,years_experience,personality,interests,field,career,technical_skills,communication_skills,leadership_skills,problem_solving,creativity,salary_expectations,international_opportunities,work_life_balance,advancement_goals,market_demand,economic_conditions,industry_growth,success_probability,success,salary,career_satisfaction,job_stability,international_experience,advancement_achieved,work_life_satisfaction,success_rate
2922,27,Female,masters,0,technical,"education,healthcare,technology",healthcare,Mental Health,3,2,5,6,4,flexible,somewhat_interested,moderately_important,specialization,0.55,0.89,0.43,0.95,1,85800,4,9,3,0,5,95.0
2923,43,Female,some_college,18,leadership,"technology,marketing",marketing,Content Creation,7,2,5,8,6,executive,somewhat_interested,not_important,"research,specialization,teaching",0.68,0.98,0.57,0.95,1,242351,9,15,2,2,6,95.0
2924,63,Female,phd,41,leadership,"education,healthcare,business",healthcare,Nursing,5,8,2,7,9,flexible,very_interested,very_important,"consulting,management",0.53,0.82,0.75,0.95,1,168168,6,5,0,1,8,95.0
2925,19,Male,some_college,0,leadership,"marketing,business",marketing,Brand Management,1,8,8,2,5,mid_level,very_interested,very_important,"entrepreneurship,specialization",0.67,0.92,0.47,0.95,1,83160,9,4,2,2,9,95.0
2926,62,Other,phd,38,creative,"technology,marketing,education",marketing,Market Research,9,6,9,6,10,flexible,very_interested,moderately_important,"research,specialization,management",0.89,0.78,1.2,0.95,0,88704,4,1,1,0,8,95.0
2927,33,Female,masters,3,supportive,engineering,engineering,Chemical Engineering,2,7,2,6,1,entry_level,remote_international,very_important,"management,specialization",0.66,0.61,1.05,0.95,1,76065,10,1,0,2,9,95.0
2928,52,Female,high_school,29,leadership,marketing,marketing,Market Research,8,1,4,5,8,entry_level,very_interested,moderately_important,"specialization,consulting",0.97,0.87,1.03,0.95,1,68256,3,11,2,0,9,95.0
2929,46,Female,masters,18,creative,education,education,Special Education,4,6,10,4,1,entry_level,remote_international,less_important,"consulting,management,teaching",0.53,0.83,0.69,0.95,1,67891,2,8,0,0,6,95.0
2930,36,Other,high_school,11,leadership,education,education,Curriculum Development,7,8,4,2,2,entry_level,very_interested,not_important,"consulting,management",0.96,0.67,0.89,0.95,1,46848,7,2,2,1,4,95.0
2931,57,Other,bachelors,29,technical,technology,technology,Cybersecurity,4,5,9,2,1,entry_level,somewhat_interested,moderately_important,"teaching,entrepreneurship",0.61,0.83,0.49,0.95,1,109209,3,3,0,1,6,95.0
2932,55,Other,high_school,32,leadership,"marketing,engineering,technology",marketing,Market Research,8,9,10,6,4,executive,somewhat_interested,very_important,"specialization,research",0.95,0.87,0.51,0.95,1,265680,8,13,1,2,9,95.0
2933,24,Male,high_school,1,leadership,"education,healthcare,business",education,Special Education,5,4,5,3,2,entry_level,somewhat_interested,very_important,"research,specialization,teaching",0.79,0.7,0.65,0.95,1,39168,1,11,2,2,7,95.0
2934,31,Male,high_school,7,leadership,"marketing,business,education",marketing,Content Creation,5,5,4,10,3,mid_level,very_interested,not_important,"teaching,management,research",0.67,0.96,1.07,0.95,1,86184,10,12,2,0,9,95.0
2935,52,Other,high_school,24,supportive,healthcare,healthcare,Pharmacy,10,4,6,2,1,executive,somewhat_interested,less_important,entrepreneurship,0.9,0.69,0.9,0.95,1,293040,8,15,2,0,6,95.0
2936,36,Other,high_school,10,supportive,engineering,engineering,Electrical Engineering,6,7,4,8,9,entry_level,very_interested,not_important,teaching,0.66,0.69,1.1,0.95,1,66240,4,5,0,1,4,95.0
2937,29,Other,phd,5,supportive,marketing,marketing,Market Research,2,9,2,6,8,flexible,remote_international,not_important,"entrepreneurship,specialization",0.6,0.81,0.8,0.95,1,83160,10,12,0,0,9,95.0
2938,58,Female,masters,31,leadership,healthcare,healthcare,Nursing,4,6,1,2,3,mid_level,somewhat_interested,very_important,management,0.88,0.88,1.05,0.95,1,194594,5,2,2,0,7,95.0
2939,23,Male,high_school,0,analytical,technology,technology,AI/ML Engineer,10,9,10,6,1,executive,remote_international,less_important,"teaching,specialization,entrepreneurship",0.7,0.64,0.62,0.95,1,216000,9,12,0,0,6,95.0
2940,61,Female,some_college,31,supportive,engineering,engineering,Mechanical Engineering,8,5,5,8,1,executive,not_interested,less_important,specialization,0.65,0.97,0.61,0.95,1,368874,9,10,0,1,7,95.0
2941,32,Other,high_school,4,analytical,engineering,engineering,Biomedical Engineering,5,2,7,6,9,executive,very_interested,very_important,"specialization,research",0.67,0.9,0.73,0.95,1,223560,6,5,0,2,9,95.0
2942,46,Other,bachelors,21,analytical,"business,marketing",marketing,Market Research,6,10,9,2,9,executive,somewhat_interested,moderately_important,"entrepreneurship,specialization,research",0.66,0.98,1.14,0.95,0,184032,1,1,1,0,7,95.0
2943,34,Other,high_school,6,creative,"marketing,education",education,Educational Technology,1,6,7,7,1,senior_level,somewhat_interested,moderately_important,"management,research,consulting",0.88,0.76,1.18,0.95,1,107520,9,3,2,3,8,95.0
2944,20,Male,phd,0,supportive,marketing,marketing,Market Research,9,2,4,9,10,entry_level,very_interested,moderately_important,"management,research,consulting",0.86,0.61,1.16,0.95,1,60480,4,14,3,2,9,95.0
2945,64,Male,high_school,39,analytical,"technology,education,business",education,Special Education,9,3,6,9,5,mid_level,somewhat_interested,very_important,"teaching,consulting,entrepreneurship",0.56,0.62,0.8,0.95,1,119616,7,1,1,2,9,95.0
2946,32,Female,phd,9,analytical,"marketing,engineering,technology",technology,Cybersecurity,8,3,8,4,3,flexible,not_interested,less_important,"consulting,research",0.94,0.71,1.14,0.95,1,118944,1,9,0,1,5,95.0
2947,29,Other,masters,6,technical,"healthcare,engineering,marketing",engineering,Mechanical Engineering,7,6,8,7,9,mid_level,remote_international,not_important,research,0.59,0.95,0.48,0.95,0,93766,6,5,0,0,7,95.0
2948,50,Other,masters,20,analytical,"healthcare,education",education,Special Education,10,3,6,10,9,executive,remote_international,moderately_important,"entrepreneurship,management,teaching",0.64,0.65,0.69,0.95,1,262080,7,3,0,3,8,95.0
2949,42,Female,some_college,12,technical,business,business,Project Management,6,6,6,2,5,executive,not_interested,moderately_important,entrepreneurship,0.6,0.62,1.14,0.95,0,163680,2,2,0,0,4,95.0
2950,52,Other,some_college,29,leadership,"healthcare,technology,business",business,Consulting,7,6,5,9,4,mid_level,very_interested,not_important,"management,research",0.55,0.71,0.69,0.95,1,145992,7,10,3,2,6,95.0
2951,60,Female,masters,31,analytical,"marketing,business",marketing,Brand Management,1,10,8,6,9,executive,very_interested,moderately_important,"research,specialization,entrepreneurship",0.96,0.7,0.93,0.95,1,341172,1,1,2,2,4,95.0
2952,52,Female,high_school,30,supportive,healthcare,healthcare,Pharmacy,10,9,5,4,7,mid_level,not_interested,not_important,entrepreneurship,0.86,0.73,0.81,0.95,1,147840,4,5,0,0,9,95.0
2953,34,Other,masters,9,technical,"business,technology,healthcare",technology,Software Development,8,9,8,1,4,mid_level,very_interested,very_important,"management,teaching",0.75,0.96,0.91,0.95,1,154627,1,13,3,2,7,95.0
2954,63,Other,high_school,34,technical,"engineering,business",business,Project Management,1,6,8,5,3,entry_level,not_interested,very_important,"management,research,teaching",0.94,0.98,0.45,0.95,1,80640,7,1,0,3,7,95.0
2955,21,Male,high_school,0,supportive,"education,engineering,technology",technology,AI/ML Engineer,10,1,10,1,5,mid_level,somewhat_interested,moderately_important,"teaching,consulting",0.61,0.71,0.72,0.95,1,100800,5,13,0,2,7,95.0
2956,55,Other,bachelors,31,leadership,"healthcare,marketing,technology",healthcare,Medical Practice,4,10,6,3,1,executive,remote_international,less_important,"specialization,entrepreneurship,teaching",0.58,0.77,0.5,0.95,1,384912,4,12,0,3,4,95.0
2957,25,Female,masters,0,leadership,"technology,engineering",engineering,Civil Engineering,2,5,6,10,9,senior_level,not_interested,not_important,"management,consulting,specialization",0.71,0.89,0.8,0.95,1,179400,9,3,0,3,8,95.0
2958,22,Female,high_school,0,leadership,"technology,marketing,business",marketing,Market Research,1,1,5,1,2,executive,somewhat_interested,moderately_important,"entrepreneurship,research",0.97,0.64,0.54,0.947,1,162000,2,4,0,2,8,94.7
2959,31,Other,bachelors,4,supportive,technology,technology,Software Development,2,7,2,10,10,senior_level,not_interested,moderately_important,"teaching,specialization",0.66,0.65,0.69,0.95,1,186624,10,5,0,0,4,95.0
2960,63,Female,bachelors,36,leadership,"technology,education",technology,AI/ML Engineer,10,10,6,9,10,mid_level,somewhat_interested,very_important,"entrepreneurship,teaching,consulting",0.59,0.6,0.59,0.95,1,208051,8,8,1,2,6,95.0
2961,52,Other,some_college,27,technical,"education,business,healthcare",business,Consulting,2,1,3,7,4,flexible,remote_international,less_important,"specialization,entrepreneurship,research",0.63,0.85,0.79,0.95,1,101640,6,5,0,2,5,95.0
2962,52,Other,some_college,28,creative,"marketing,business,technology",technology,Software Development,8,1,9,10,6,executive,not_interested,moderately_important,"specialization,consulting,research",0.76,0.82,0.75,0.95,1,370656,9,15,0,3,7,95.0
2963,51,Male,masters,21,analytical,business,business,Entrepreneurship,4,2,5,7,10,mid_level,somewhat_interested,moderately_important,"research,consulting,specialization",0.63,0.8,0.54,0.95,1,155064,4,11,3,1,8,95.0
2964,39,Other,phd,13,technical,"technology,marketing,business",marketing,Market Research,6,9,8,4,9,executive,very_interested,less_important,teaching,0.73,0.73,0.5,0.95,1,285768,8,14,0,1,9,95.0
2965,23,Male,high_school,1,creative,technology,technology,UI/UX Design,3,8,6,2,8,mid_level,remote_international,moderately_important,entrepreneurship,0.81,0.92,0.84,0.95,1,102816,9,15,0,0,7,95.0
2966,20,Other,high_school,0,technical,"business,marketing,education",education,Special Education,3,9,2,5,7,entry_level,remote_international,moderately_important,"management,teaching",0.78,0.65,0.81,0.95,1,38400,3,2,0,1,9,95.0
2967,26,Other,phd,1,supportive,engineering,engineering,Chemical Engineering,9,9,5,5,9,executive,not_interested,moderately_important,consulting,0.6,0.97,0.5,0.95,1,295595,3,5,0,0,7,95.0
2968,28,Female,bachelors,3,leadership,"marketing,business,engineering",engineering,Civil Engineering,3,9,8,5,4,senior_level,somewhat_interested,very_important,"management,specialization",0.64,0.93,1.07,0.95,1,175535,9,11,1,2,8,95.0
2969,40,Male,some_college,11,creative,"technology,education",technology,AI/ML Engineer,7,10,3,6,3,executive,very_interested,not_important,"management,entrepreneurship",0.92,0.63,1.14,0.95,1,289872,3,15,3,0,4,95.0
2970,27,Male,some_college,0,analytical,education,education,Educational Technology,3,4,10,9,8,senior_level,not_interested,less_important,specialization,0.57,0.77,0.95,0.95,1,105600,8,14,0,1,7,95.0
2971,18,Female,masters,0,leadership,"marketing,healthcare,technology",healthcare,Medical Practice,8,8,2,4,6,flexible,somewhat_interested,moderately_important,management,0.59,0.85,0.8,0.95,1,85800,9,12,3,0,6,95.0
2972,35,Male,some_college,12,analytical,"healthcare,engineering,marketing",engineering,Chemical Engineering,5,9,10,5,7,executive,remote_international,less_important,"teaching,entrepreneurship",0.67,0.75,0.65,0.95,1,282348,5,4,0,1,5,95.0
2973,39,Female,phd,15,leadership,"technology,education,business",business,Business Analysis,2,6,5,10,5,executive,not_interested,very_important,"entrepreneurship,consulting,teaching",0.61,0.94,0.67,0.95,1,327600,3,13,0,0,7,95.0
2974,63,Male,masters,41,creative,"engineering,business,technology",business,Project Management,10,7,9,8,4,mid_level,not_interested,moderately_important,management,0.76,0.84,0.72,0.95,1,198744,1,11,0,1,7,95.0
2975,30,Male,some_college,0,supportive,"marketing,business",marketing,Brand Management,9,2,9,10,9,senior_level,remote_international,very_important,"consulting,specialization,management",0.63,0.76,0.83,0.95,1,118800,9,12,0,2,8,95.0
2976,25,Other,bachelors,2,analytical,"education,healthcare,business",healthcare,Pharmacy,8,4,1,9,9,entry_level,not_interested,very_important,"management,specialization,consulting",0.89,0.65,0.79,0.95,1,65894,1,1,0,0,6,95.0
2977,23,Female,masters,0,creative,"technology,marketing,education",education,Special Education,5,9,6,6,8,flexible,somewhat_interested,moderately_important,"management,specialization,entrepreneurship",0.51,0.92,0.79,0.95,1,62400,7,5,2,3,4,95.0
2978,39,Other,high_school,17,analytical,"business,healthcare",healthcare,Mental Health,2,8,4,1,5,mid_level,very_interested,very_important,research,0.93,0.95,0.41,0.95,1,123816,2,11,0,1,6,95.0
2979,48,Male,bachelors,21,technical,"engineering,technology,marketing",technology,DevOps Engineering,3,2,7,7,5,entry_level,very_interested,not_important,entrepreneurship,0.78,0.68,0.6,0.95,1,98150,10,13,3,0,8,95.0
2980,65,Other,high_school,35,technical,engineering,engineering,Electrical Engineering,10,6,7,2,7,flexible,somewhat_interested,not_important,"entrepreneurship,management,research",0.65,0.97,1.0,0.95,1,117300,3,8,0,1,7,95.0
2981,35,Other,masters,8,supportive,"technology,marketing",marketing,Content Creation,8,3,4,8,6,senior_level,somewhat_interested,less_important,"consulting,teaching",0.78,0.87,0.5,0.95,1,162864,1,8,2,2,7,95.0
2982,54,Other,phd,29,leadership,"education,healthcare,engineering",engineering,Biomedical Engineering,5,8,10,2,7,executive,not_interested,very_important,"entrepreneurship,teaching",0.68,0.94,0.58,0.95,1,457884,2,3,0,1,10,95.0
2983,59,Other,phd,36,leadership,engineering,engineering,Civil Engineering,6,9,10,2,6,flexible,remote_international,less_important,"entrepreneurship,research",0.58,0.79,0.57,0.95,1,166151,1,5,0,0,7,95.0
2984,50,Other,some_college,24,creative,"technology,education",education,Teaching,5,9,10,1,1,executive,very_interested,not_important,"management,research",0.85,0.99,1.18,0.95,1,234432,9,3,1,0,9,95.0
2985,21,Male,phd,0,supportive,healthcare,healthcare,Nursing,9,10,3,6,8,entry_level,somewhat_interested,not_important,"consulting,specialization,management",0.77,0.74,1.12,0.95,1,73919,6,8,3,1,9,95.0
2986,25,Female,bachelors,0,supportive,education,education,Special Education,7,10,1,4,7,entry_level,not_interested,moderately_important,"teaching,consulting,specialization",0.58,0.83,0.92,0.95,0,30720,4,5,0,0,4,95.0
2987,55,Female,masters,32,supportive,"healthcare,technology,education",education,Educational Technology,1,6,7,5,5,entry_level,not_interested,not_important,"research,consulting,entrepreneurship",0.76,0.86,0.84,0.95,1,81868,9,12,0,1,9,95.0
2988,61,Male,high_school,31,creative,"education,technology,healthcare",education,Curriculum Development,8,4,3,1,9,mid_level,remote_international,very_important,"consulting,specialization,research",0.75,0.84,0.78,0.95,0,72576,1,1,0,0,10,95.0
2989,50,Male,high_school,24,technical,engineering,engineering,Mechanical Engineering,4,4,7,3,9,flexible,not_interested,not_important,"management,teaching,entrepreneurship",0.77,0.95,1.19,0.95,1,102119,2,10,0,3,6,95.0
2990,28,Other,masters,3,analytical,marketing,marketing,Market Research,10,9,1,4,3,executive,somewhat_interested,not_important,"consulting,specialization",0.79,0.83,0.56,0.95,1,223236,2,14,1,2,5,95.0
2991,64,Other,high_school,35,leadership,"engineering,marketing,healthcare",marketing,Digital Marketing,9,3,3,1,5,executive,somewhat_interested,very_important,research,0.57,0.83,0.42,0.95,1,275400,9,9,1,1,6,95.0
2992,53,Male,some_college,26,supportive,"healthcare,technology",technology,AI/ML Engineer,2,10,1,2,5,executive,somewhat_interested,less_important,"specialization,consulting,teaching",0.97,0.67,0.81,0.95,1,361152,9,11,0,0,9,95.0
2993,24,Female,high_school,0,leadership,"education,marketing,engineering",education,Educational Technology,1,7,9,7,8,mid_level,remote_international,less_important,teaching,0.77,0.71,1.02,0.95,1,67200,6,10,0,0,9,95.0
2994,21,Male,phd,0,analytical,"marketing,engineering",engineering,Mechanical Engineering,6,2,8,5,8,executive,somewhat_interested,moderately_important,"entrepreneurship,specialization,consulting",0.7,0.77,0.75,0.95,1,289799,5,11,3,2,9,95.0
2995,18,Male,some_college,0,analytical,"engineering,education",engineering,Mechanical Engineering,6,3,8,7,6,entry_level,remote_international,very_important,management,0.73,0.93,1.1,0.95,1,60720,7,10,0,0,10,95.0
2996,59,Female,some_college,35,creative,"education,technology,business",business,Entrepreneurship,6,8,7,4,5,mid_level,somewhat_interested,not_important,specialization,0.62,0.69,0.43,0.95,1,157080,4,15,3,1,9,95.0
2997,21,Female,high_school,0,supportive,"marketing,technology,education",education,School Administration,2,7,7,10,10,mid_level,not_interested,very_important,entrepreneurship,0.93,0.74,0.79,0.95,1,67200,5,3,0,1,8,95.0
2998,26,Male,masters,0,leadership,marketing,marketing,Digital Marketing,8,2,4,8,6,executive,not_interested,not_important,"teaching,management",0.63,0.69,0.62,0.95,1,210600,4,14,0,1,4,95.0
2999,47,Female,phd,25,technical,"marketing,engineering,technology",marketing,Content Creation,6,2,9,9,3,flexible,very_interested,not_important,specialization,0.88,0.96,0.59,0.95,1,113399,2,1,1,0,4,95.0
3000,22,Male,phd,0,analytical,"technology,education",technology,Data Science,9,10,4,8,1,flexible,remote_international,moderately_important,"specialization,teaching",0.57,0.68,1.18,0.95,1,100800,1,15,0,0,5,95.0
